EVTNAME5002;스탠리 컵
tut_5b_19;봉기 - 이 파벌에서 총궐기가 일어날 위험도를 나타냅니다.
tut_5b_20;파벌이 봉기하면 여러 반란군 부대가 생성되며, 그 병력은 조직원 수와 조직력에 따라 결정됩니다. 단지 주의할 점은 단일 POP의 투쟁성이 너무 높아지면 파벌의 지지 여부와 관계없이 들고 일어날 것이며, 이는 결과적으로 총궐기의 위험도를 높일 수 있다는 것입니다. 파벌을 제거하려면 전투에서 패배시키거나 투쟁성이 높은 POP들의 우려를 해결해야 합니다. 여러 POP들이 무엇을 원하는지 자세히 알아보려면 인구 화면을 확인해야 하지만, 일단은 다음을 클릭하십시오.
######################################################################;
##### People - Medium;
######################################################################;
tut_6b_1;인구
tut_6b_2;이 부분에서는 POP이란 무엇이며 무엇이 그들을 움직이게 하는지에 대해 조금 더 이야기하겠습니다. 상단 바에서 인구(Population) 버튼을 클릭하십시오.
tut_6b_3;POP
tut_6b_4;빅토리아 2에서 가장 기본이 되는 인구 단위는 POP입니다. 한 POP은 동일한 프로빈스에 거주하며 직업, 문화, 종교를 공유하는 일정 수의 사람들입니다. 각 POP은 여러 속성을 가지고 있으며, 지금부터 살펴보겠습니다. 계속하려면 아무 POP의 아이콘이나 클릭하십시오.
tut_6b_5;POP
tut_6b_6;여기서 국민을 대표하는 이 계층에 대한 더 자세한 정보를 얻을 수 있습니다. 기본적인 몇 가지 속성들을 살펴보겠습니다:
tut_6b_7;민족 - POP의 언어와 문화를 나타냅니다. 일부 국가는 소수민족을 용인하지 않아 마찰이 발생할 수 있습니다.
tut_6b_8;투쟁성 - POP이 얼마나 분노했는지를 나타냅니다.
tut_6b_9;의식 - POP이 주변 세계와 자신의 최대 이익에 대해 얼마나 자각하고 있는지를 나타냅니다.
tut_6b_10;문해율 - POP이 얼마나 글을 읽고 쓸 줄 아는지를 나타냅니다. 이는 무엇보다도 연구 점수 생성량, 장인 POP의 효율성, 정치적 행동 방식에 영향을 미칩니다.
tut_6b_11;종교 - POP이 믿는 종교입니다. 국가와 종교가 다를 경우 마찰이 발생할 수 있습니다.
tut_6b_12;실업자 - POP 중 실업자의 비율이 얼마나 되는지 알려줍니다.
tut_6b_13;욕구 충족 - 상품에 대한 POP의 욕구가 얼마나 충족되었는지를 나타냅니다. 특정 범주의 욕구를 충족하지 못하면 각기 다른 영향을 받습니다. 사치품 욕구가 충족되지 않으면 POP이 더 행복해질 수 없으며, 생필품 욕구가 충족되지 않으면 굶주리게 됩니다.
REMOVE_tut_6b_14;계속하려면 이 팝업을 닫으십시오.
tut_6b_15;투쟁성과 의식
tut_6b_16;가장 중요한 속성인 투쟁성과 의식에 대해 몇 가지 설명하겠습니다.
tut_6b_17;의식 - 의식(또는 CON)의 가장 중요한 게임 내 효과는 개혁을 촉진하는 것입니다. 게임과 국가가 발전함에 따라 의식이 높아지며, 이에 따라 POP들은 개혁을 요구하기 시작합니다. POP들이 원하는 개혁을 얻으면 의식은 반대로 다소 감소할 것입니다. 의식 증가의 또 다른 중요한 효과는 POP들이 더 많은 욕구를 요구하기 시작한다는 것이며, 이는 부유한 독재정이 국민을 더 부유하게 만듦으로써 개혁을 회피할 수 있다는 효과로 이어집니다.
tut_6b_18;투쟁성 - 여러 가지 요인이 POP을 분노하게 만들 수 있지만, 그중 가장 큰 요인은 생필품 욕구를 충족하지 못하는 것입니다. POP이 더 많이 분노할수록 봉기할 위험이 커집니다. POP이 충분히 분노하면 반란군 파벌에 가담하고 자원을 사용해 국가를 전복시키려 하며, 궁극적으로는 봉기하여 반란군 부대를 생성할 것입니다.
tut_6b_19;계속하려면 다음을 클릭하십시오.
tut_6b_20;현금
tut_6b_21;마지막으로 POP이 현금을 가지고 있다는 것을 알 수 있을 것입니다. POP은 농사든 공장 노동이든 생업을 통해 현금을 얻습니다. 이 돈은 욕구를 구매하는 데 사용됩니다. 돈이 남으면 POP은 이를 국립 은행에 투자할 수 있으며, 이 돈은 국가에 대출해 줄 수 있게 됩니다.
######################################################################;
##### Trade - Medium;
######################################################################;
tut_7b_1;무역
tut_7b_2;이 섹션에서는 Victoria 2의 무역과 관련된 몇 가지 기본 개념에 대해 알아보겠습니다. 상단 표시줄의 무역을 클릭하여 무역 화면을 여십시오.
tut_7b_3;세계 시장
tut_7b_4;Victoria 2에서는 생산되는 모든 것이 세계 시장에 나옵니다. 매일 모든 POP, 공장, 정부는 생존이나 사업에 필요한 물품을 구매하려고 시도하며, 해당 상품을 필요로 하는 이들은 먼저 시장에서 이를 구매해야 합니다. 계속하려면 다음을 클릭하십시오.
tut_7b_5;가격
REMOVE_tut_7b_6;가격은 수요와 공급에 따라 세계 시장에서 매일 전 세계적으로 책정됩니다. 현재의 수요와 공급이 목표 가격을 설정하며, 실제 가격은 점차 그에 근접하게 됩니다. 여러분에게 중요한 상품의 가격 변동을 주시해야 합니다. 소화기 가격이 오르고 있다면, 아마도 새 공장을 건설해야 할 때일 것입니다. 계속하려면 다음을 클릭하십시오.
tut_7b_7;정부의 구매 및 판매
tut_7b_9;정부 구매 - 자동 무역
tut_7b_10;일부 무역은 자동으로 관리할 수 있으며, 이러한 무역에는 건축물 건설뿐만 아니라 해군, 육군, 해외 영토를 유지하는 데 필요한 상품이 포함됩니다. 자동화 확인란이 선택되어 있는지 확인하십시오. 이는 해당 무역이 자동화되어 있음을 의미합니다. 수동으로 하려면 체크를 해제해 보십시오.
tut_7b_11;정부의 구매 및 판매 - 수동 무역
tut_7b_12;수동 무역은 비축량을 확보하거나 상품 구매 속도를 관리하고 싶을 때 유용합니다. 수동으로 무역 명령을 설정하려면 슬라이더를 원하는 값으로 당기십시오. 이는 슬라이더에 설정한 것보다 더 많은 상품을 보유하고 있다면, 이를 판매하게 됨을 의미합니다. 무역을 확인하려면 무역 확인을 클릭하십시오.
tut_7b_13;수입과 수출
tut_7b_14;시장은 국내 시장과 세계 시장, 두 부분으로 나뉘어 있습니다. 공동 시장은 여러분의 국가와 여러분의 세력권 내의 국가들에서 생산된 모든 것을 포함합니다. 세계 시장은 공동 시장에서 판매되지 않은 모든 것을 의미합니다. 구매자가 물품을 구매하려 할 때, 먼저 공동 시장에서 구매를 시도하며 만약 이렇게 해서 수요가 충족되지 않는다면 세계 시장에서 수입합니다. 이런 방식으로 자국 내에서 필요한 모든 것을 자국에서 생산하도록 함으로써 지역 경제를 육성할 수 있습니다. 계속하려면 다음을 클릭하십시오.
######################################################################;
##### Diplomacy - Medium;
######################################################################;
tut_8b_1;외교
tut_8b_2;이 섹션에서는 순위와 외교 인터페이스에 대해 간단히 알아보겠습니다. 상단 표시줄에서 외교 버튼을 클릭하십시오.
tut_8b_3;순위
tut_8b_4;Victoria 2에서 순위는 매우 중요합니다. 순위를 올리면 전 세계에서 이점을 얻고 존경을 받을 수 있습니다. 함께 가중치가 부여되는 세 가지 유형의 순위가 있습니다:
tut_8b_5;위신 - 위신은 국가의 위상을 높여서 얻을 수 있습니다. 전쟁에서 승리하거나, 식민지를 건설하거나, 문화를 발전시키십시오. 위신은 세계 시장에서 물품을 구매할 때 국가 간의 순서를 결정하므로 대단히 중요합니다. 위신이 가장 높다면 여러분의 인구는 다른 누구보다 먼저 물건을 구매할 수 있게 됩니다.
tut_8b_6;산업 점수 - 이는 산업을 발전시켜서 얻을 수 있습니다. 공장과 철도를 건설하십시오.
tut_8b_7;군사력 - 군대의 규모에 기반합니다. 대형 군함은 가장 높은 점수를 주지만, 새로운 유형의 함선이 등장하면 기존의 함선은 가치가 거의 없어진다는 점에 유의하십시오.
tut_8b_8;그런 다음 이 모든 가치를 함께 종합하여 태양 아래의 자리를 결정합니다. 우리의 위치가 어디인지 알아보기 위해 국가 목록에 있는 # 기호를 클릭하여 국가 목록을 순위별로 정렬해 봅시다.
tut_8b_9;국가 목록
tut_8b_10;보시다시피 세계에서 가장 중요한 국가는 영국입니다. 우리의 조국인 벨기에를 찾아보십시오. 아시다시피 우리는 목록에서 그리 높지 않은 위치에 있습니다.
tut_8b_11;국가명과 국기 - 국가의 이름과 자국의 국기입니다.
tut_8b_12;우선순위 - 여기에서 이들 국가를 여러분의 영향력 아래에 두기 위한 우선순위를 설정할 수 있습니다. 오직 열강만이 비열강 국가를 대상으로 이 행동을 할 수 있습니다. 아쉽게도 우리의 점수는 아직 충분히 높지 않습니다.
tut_8b_13;열강의 영향력 - 여기에서 8개 열강 국가 각각이 다른 국가들에게 얼마나 많은 영향력을 행사하고 있는지 볼 수 있습니다.
tut_8b_14;세력권 - 여기에서 한 국가가 다른 국가의 세력권 내에 속해 있는지 파악할 수 있습니다.
tut_8b_15;점수 산정 - 순서대로 국가의 위신 순위, 산업 순위, 군사 순위, 총합 순위를 나타냅니다.
tut_8b_16;현재 그들이 당신에게 가진 견해 - 모든 비열강 국가들은 열강에 대한 현재 견해를 가지고 있습니다. 이 견해는 적대적에서 '세력권 내'까지 다양하며, 그 국가가 열강에 얼마나 수용적인지를 결정합니다. 만약 그 국가가 우호적이고 열강이 그곳에 충분한 영향력을 가지고 있다면, 그 소국을 자신의 세력권에 편입시킬 수 있습니다.
tut_8b_17;관계 - 당신과 이 국가 간의 현재 관계입니다. 이 수치를 높여 그들이 당신을 더 좋아하게 만들 수 있지만, 장기적으로 수치는 항상 0을 향해 갈 것입니다.
tut_8b_18;목록에서 네덜란드 세력권의 일부인 룩셈부르크 국가를 클릭해 보십시오.
tut_8b_19;국가 정보 - 비열강
tut_8b_20;여기에서 룩셈부르크에 대한 국가 정보를 볼 수 있습니다.
tut_8b_21;상단에서 그들이 문명국이자 전제군주정이며 보수파에게 통치되고 있음을 볼 수 있습니다.
tut_8b_22;여기에서 그들의 순위와 점수를 확인할 수 있습니다.
tut_8b_23;그 다음은 인구와 수용 문화에 대한 정보입니다.
tut_8b_24;여기에서 각 열강이 룩셈부르크에 얼마나 많은 영향력을 가지고 있는지 볼 수 있으며, 이는 당신 스스로가 열강이 되었을 때 매우 중요합니다.
tut_8b_25;이제 목록에서 영국을 찾아 클릭하십시오.
tut_8b_26;국가 정보 - 열강
tut_8b_27;보시다시피 영국은 열강(실제로는 가장 위대한 열강)입니다. 그들의 정보는 대체로 비슷하지만, 다른 국가들로부터의 영향력 대신 어떤 국가들이 그들의 세력권에 있거나 그에 가까운지를 볼 수 있다는 점이 다릅니다. 당신이 열강일 때는 경쟁자가 누구를 통제하려고 하는지 확인하는 것이 좋습니다.\n계속하려면 다음을 클릭하십시오.
######################################################################;
##### military - advanced;
######################################################################;
tut_1c_1;군사 - 고급
tut_1c_2;이 섹션에서는 빅토리아 2의 더 고급화된 개념들, 즉 기존 빅토리아 1 플레이어들에게도 생소할 수 있는 개념들을 다룰 것입니다. 벨기에 육군 중 하나를 선택하는 것으로 시작하겠습니다.
tut_1c_3;육군과 인구의 연결
tut_1c_4;빅토리아 2에서 당신이 창설하는 각 육군은 병력을 모집할 POP(인구 일부의 무리)을 필요로 합니다. 육군 내 모든 여단 옆에 병사를 나타내는 아이콘이 있다는 점에 주목하십시오. 이는 이 부대가 특정 병사 POP에 연결되어 있음을 나타냅니다. 국가를 총력전을 위해 동원할 때를 제외하고는, 당신의 부대 대부분은 병사들과 연결되어 있습니다.
tut_1c_5;빅토리아 2에서 이 연결은 매우 현실적입니다. 육군이 손실을 입으면 이 손실은 부대와 연결된 POP으로 퍼질 것이며, 만약 POP이 반란을 일으킨다면 소속 부대도 함께 봉기할 것입니다. 특히 국가의 많은 부분을 동원한 뒤 그들을 참호 속에서 죽게 내버려둘 때 이를 명심해야 합니다. 계속하려면 다음을 클릭하십시오.
